image,counts,directory,species,genus,genus_counts,genus_counts_sum,iucn_status,new_idx
tiny_plantnet300k/595/0f7a90687aa028e9ae902a2d577c11d23e3afb97.jpg,65,595,Phyllanthus urinaria L.,Phyllanthus,13,352,Not assessed,336
tiny_plantnet300k/515/0a027eb09943a335ed7c842e653c2573230c54c2.jpg,65,515,Alcea biennis Winterl,Alcea,3,4368,Not assessed,337
tiny_plantnet300k/529/bb6f32edbcc711fe770696d730ad5e36f3c5c10b.jpg,64,529,Sedum atratum L.,Sedum,49,10171,Not assessed,338
tiny_plantnet300k/398/66e4e2e7411d798142da40c1e4dbe56857d2bcf2.jpg,64,398,Gomphocarpus fruticosus (L.) W.T.Aiton,Gomphocarpus,3,298,Not assessed,339
tiny_plantnet300k/59/adf3e9d3ae8e77f83a3b0c1147d8e82615c60696.jpg,64,59,Sedum rubens L.,Sedum,49,10171,Not assessed,340
tiny_plantnet300k/738/0d765449795f66f8adb304002405b9e0119ad239.jpg,64,738,Nymphaea odorata Aiton,Nymphaea,9,1152,LC,341
tiny_plantnet300k/348/a24aec6877893d8fcaf699541a839bf07e3425c6.jpg,64,348,Carthamus mitissimus L.,Carthamus,4,298,Not assessed,342
tiny_plantnet300k/970/a82a7007f2b9420e7f6174ae1217ea25eee92af9.jpg,63,970,Dendrobium victoriae-reginae Loher,Dendrobium,12,642,Not assessed,343
tiny_plantnet300k/711/3ebc59474f5905aff2f3f3804b5e04c117c1ad8d.jpg,63,711,Diervilla lonicera Mill.,Diervilla,2,70,Not assessed,344
tiny_plantnet300k/371/4d88dc5751fa2cf819aa01d502d505cf8ac5384e.jpg,63,371,Daphne alpina L.,Daphne,10,2466,Not assessed,345
tiny_plantnet300k/50/ed5dba69eb3dff41948bb74c3d7b2a9aa5f55673.jpg,63,50,Sedum brevifolium DC.,Sedum,49,10171,Not assessed,346
tiny_plantnet300k/489/7145e799af3eca50ed8d1763c9fada1750eaa334.jpg,63,489,Sagittaria sagittifolia L.,Sagittaria,5,179,LC,347
tiny_plantnet300k/496/d17c6e275d37b329c336c3dc54ebbd8d208ab3d6.jpg,63,496,Sedum mexicanum Britton,Sedum,49,10171,Not assessed,348
tiny_plantnet300k/605/554b47d36c7fdfb18a87fed1665674450c530b06.jpg,63,605,Crotalaria retusa L.,Crotalaria,13,204,Not assessed,349
tiny_plantnet300k/670/7a2e5dd53e1ca21cbf578ba1e8d86e666658763d.jpg,63,670,Fragaria chiloensis (L.) Mill.,Fragaria,7,4540,Not assessed,350
tiny_plantnet300k/911/c9a6a4c26a2c1ce309f70c8fd3b44330bafaedc8.jpg,63,911,Anthurium clarinervium Matuda,Anthurium,12,2404,Not assessed,351
tiny_plantnet300k/536/9d58f326ca4dec912e642e8f5eb99ecb67e06dd7.jpg,62,536,Cobaea scandens Cav.,Cobaea,1,62,Not assessed,352
tiny_plantnet300k/413/4968c5e018bff28d6d1c9c5241fd4908942a05ed.jpg,61,413,Hypericum richeri Vill.,Hypericum,37,11946,Not assessed,353
tiny_plantnet300k/656/d6cf6daf8a40e5f2c0bf38f913cb6d2626b9493b.jpg,60,656,Pongamia pinnata (L.) Pierre,Pongamia,1,60,LC,354
tiny_plantnet300k/637/4d9fb686ed5d2d25ee6d6c6a1c26867fd624421e.jpg,60,637,Alocasia longiloba Miq.,Alocasia,12,1020,Not assessed,355
tiny_plantnet300k/777/48495527666476e31bc7f2e9800cb67c2b2bc774.jpg,59,777,Lithops spp.,Lithops,7,238,Not assessed,356
tiny_plantnet300k/741/3bfa04ce964ac377b5f8035dad52d61279c40eb4.jpg,57,741,Osmunda claytoniana L.,Osmunda,2,369,Not assessed,357
tiny_plantnet300k/732/65f3202e4cae0a2d05682e2d0500e5f0a25c8299.jpg,56,732,Mertensia maritima (L.) Gray,Mertensia,4,188,Not assessed,358
tiny_plantnet300k/721/f6924203f1908571e4611ea770429e84da525741.jpg,56,721,Anemone virginiana L.,Anemone,6,1106,Not assessed,359
tiny_plantnet300k/927/d2f8097f895edf92af5d25c236bb71a4b9a50a12.jpg,56,927,Cyanotis somaliensis C.B.Clarke,Cyanotis,1,56,Not assessed,360
tiny_plantnet300k/730/d7f186c10cdd1acbacb549d3370cf4b69b85f8d2.jpg,56,730,Maianthemum stellatum (L.) Link,Maianthemum,5,786,Not assessed,361
tiny_plantnet300k/580/57a177a686df9d5e11a29bbe627f221ef55e0ae5.jpg,55,580,Acacia baileyana F.Muell.,Acacia,20,1893,Not assessed,362
tiny_plantnet300k/667/b0751eb693a7041dac73146aaeb34c641842f2d6.jpg,55,667,Bismarckia nobilis Hildebrandt & H.Wendl.,Bismarckia,1,55,LC,363
tiny_plantnet300k/790/8c2810482181ef48d52144181d9bfb46df8d0bcc.jpg,55,790,Lupinus albifrons Benth.,Lupinus,20,3194,Not assessed,364
tiny_plantnet300k/651/0ee1a3a951bae69468832edeade4765b9117114f.jpg,55,651,Rhodocactus grandifolius (Haw.) F.M.Knuth,Rhodocactus,1,55,Not assessed,365
tiny_plantnet300k/742/9670cf24625919237bba24220c68b9816c8c8af0.jpg,55,742,"Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon,4,403,Not assessed,366
tiny_plantnet300k/87/4b4e563aa884247d7146b32a72f2c2854fee5c2d.jpg,55,87,Lavandula multifida L.,Lavandula,10,5453,Not assessed,367
tiny_plantnet300k/574/8170529494b4a0568524f9e5bd713512430cace1.jpg,53,574,Angelica atropurpurea L.,Angelica,6,2067,LC,368
tiny_plantnet300k/677/073e603917dadac59829f467db37c0c9abf559e4.jpg,53,677,Zamia furfuracea L.f. ex Aiton,Zamia,2,70,EN,369
tiny_plantnet300k/756/1d33b26031f17048d7348395b0701db0aa1e37ee.jpg,53,756,Barbarea orthoceras Ledeb.,Barbarea,5,1420,Not assessed,370
tiny_plantnet300k/712/73cd5c95cb2d372cf8abb5d96f4d99d1c9cedea8.jpg,52,712,Dryopteris intermedia A.Gray,Dryopteris,15,1346,LC,371
tiny_plantnet300k/519/32048305c78203502b49845d10d5b8cf60fdaa51.jpg,51,519,Chaerophyllum bulbosum L.,Chaerophyllum,7,1176,Not assessed,372
tiny_plantnet300k/343/7dbce9b62d34dccadabcfa8a9fed03cf55ba04ac.jpg,50,343,Ophrys x arachnitiformis Gren. & M.Philippe,Ophrys,23,3652,Not assessed,373
tiny_plantnet300k/426/08637781cde8857fe7db34a41b2d7721d2ccc085.jpg,49,426,Limnanthes douglasii R.Br.,Limnanthes,1,49,Not assessed,374
tiny_plantnet300k/910/df38138fd575c6bfc44e10e0a3bbb3503e4140d7.jpg,49,910,Alocasia zebrina G.W.Johnson & R.Hogg,Alocasia,12,1020,Not assessed,375
tiny_plantnet300k/644/224386d3fd0590ea8900027b431d26fcaacf3383.jpg,48,644,Hypericum lanceolatum Lam.,Hypericum,37,11946,Not assessed,376
tiny_plantnet300k/272/eac52abb0705fdf0a510ba1cea171f4b29d53737.jpg,48,272,Gymnosporia putterlickioides Loes.,Gymnosporia,1,48,Not assessed,377
tiny_plantnet300k/433/fe5b6cc604735e1369156952c92f3a6c4ac85a2a.jpg,48,433,Mercurialis tomentosa L.,Mercurialis,3,2002,Not assessed,378
tiny_plantnet300k/614/968129a9c0e16c4145f4b28101f598cb88a381b1.jpg,48,614,Leuenbergeria bleo (Kunth) Lodé,Leuenbergeria,1,48,Not assessed,379
tiny_plantnet300k/77/6fbe63caf5d517f58aaad0efb29445eeb6d39cd2.jpg,48,77,Hypericum perfoliatum L.,Hypericum,37,11946,Not assessed,380
tiny_plantnet300k/672/32e592161fc080e1aae6dd02963cc65807146e6d.jpg,48,672,Pereskia aculeata Mill.,Pereskia,1,48,LC,381
tiny_plantnet300k/395/b767cb023caf31da7b31cea487a05484abaf5e4b.jpg,47,395,Freesia x kewensis J.Wright bis,Freesia,3,364,Not assessed,382
tiny_plantnet300k/559/73c8bed85705e4456452e7f809ac0fa1793fd86e.jpg,47,559,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagus,7,134,LC,383
tiny_plantnet300k/661/8de97019cc85664d7ec95f94822457f1eedd3b82.jpg,47,661,Strongylodon macrobotrys A.Gray,Strongylodon,1,47,Not assessed,384
tiny_plantnet300k/816/2a644e643526a4d93c05d269770f22654c2b6219.jpg,47,816,Daphne odora Thunb.,Daphne,10,2466,Not assessed,385
tiny_plantnet300k/815/5c77a1611d90ba30705de3e768b2fda49c2c628f.jpg,47,815,Alocasia odora (G.Lodd.) Spach,Alocasia,12,1020,LC,386
tiny_plantnet300k/814/42f45966a1bf954b1a3f50f2a93f1c6dff3752a9.jpg,47,814,Alocasia micholitziana Sander,Alocasia,12,1020,Not assessed,387
tiny_plantnet300k/750/5acfeb0f16da9233202e6d2133209140a31ad0f8.jpg,47,750,Sedum ternatum Michx.,Sedum,49,10171,Not assessed,388
tiny_plantnet300k/22/91d24df6a0095612ab278127042ccf11aafbc454.jpg,47,22,Nymphaea nouchali Burm.f.,Nymphaea,9,1152,LC,389
tiny_plantnet300k/345/4019b2be71c25a9be732ef174c70f6b1a6419ed1.jpg,47,345,Cenchrus longisetus M.C.Johnst.,Cenchrus,7,430,Not assessed,390
tiny_plantnet300k/121/3c09601faab57f9479504c6f25c145eb166a41cc.jpg,47,121,Trifolium tomentosum L.,Trifolium,39,14622,Not assessed,391
tiny_plantnet300k/334/e9d9dcae8ad3bcb3b7aaec3ba175b49d3b43471e.jpg,47,334,Sedum dendroideum Moc. & Sessé ex DC.,Sedum,49,10171,Not assessed,392
tiny_plantnet300k/861/4a653742e1e8f762c2e02a6a2da71e21d7ca0d56.jpg,46,861,Aralia spinosa L.,Aralia,6,316,LC,393
tiny_plantnet300k/545/1a4ee32234e3a360b8436b34832586480e6caaea.jpg,46,545,Dryopteris erythrosora (D.C.Eaton) Kuntze,Dryopteris,15,1346,Not assessed,394
tiny_plantnet300k/364/97916d53254ef281b198a1f8dd0423f42d7132a3.jpg,46,364,Cirsium tuberosum (L.) All.,Cirsium,23,11272,Not assessed,395
tiny_plantnet300k/232/7589a2c5cba83f5c780cb082cc3e34d638cd5166.jpg,45,232,Acacia pycnantha Benth.,Acacia,20,1893,LC,396
tiny_plantnet300k/458/84bcb50eef1ee088bf0c45b802719a79fdbb62bf.jpg,45,458,Pancratium illyricum L.,Pancratium,3,1080,LC,397
tiny_plantnet300k/582/0106bcc1d52c1d0a470a83204488467b2176a289.jpg,44,582,Bocoa prouacensis Aubl.,Bocoa,1,44,LC,398
tiny_plantnet300k/76/a88ab1b870adb42f5fbece410effc3198a26d15a.jpg,43,76,Hypericum montanum L.,Hypericum,37,11946,Not assessed,399
tiny_plantnet300k/608/2c4c03577fdc96b0f984048cc45bdb1bddb1084e.jpg,42,608,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,Peperomia,20,2134,Not assessed,400
tiny_plantnet300k/377/568901016ae3cf11c3a1d8b154c41398c3a79403.jpg,42,377,Dryopteris carthusiana (Vill.) H.P.Fuchs,Dryopteris,15,1346,LC,401
tiny_plantnet300k/485/3b058339b7c1592e804f8423257d5084655aea4b.jpg,41,485,Pyracantha crenulata (D.Don) M.Roem.,Pyracantha,3,3318,Not assessed,402
tiny_plantnet300k/833/804373e10c4a5a4eaaa8e7f309849305f6fb730b.jpg,41,833,Melampodium divaricatum (Rich.) DC.,Melampodium,3,51,Not assessed,403
tiny_plantnet300k/792/528a09f5eb92050d683aa01f166df661ab51f1d6.jpg,40,792,Garrya elliptica Douglas ex Lindl.,Garrya,1,40,LC,404
tiny_plantnet300k/292/76a8087318f367e0a4759d8332e2f442b6744452.jpg,40,292,Phyllanthus acidus (L.) Skeels,Phyllanthus,13,352,Not assessed,405
tiny_plantnet300k/931/e9847eb4ee230ccf83bbf9c497f5791d688b35e0.jpg,40,931,Leucophyta brownii Cass.,Leucophyta,1,40,Not assessed,406
tiny_plantnet300k/649/4c22ff29135d9d9d8998bf8b7b2b7e9c121af56b.jpg,40,649,Acacia heterophylla (Lam.) Willd.,Acacia,20,1893,Not assessed,407
tiny_plantnet300k/451/c73e1a3b7eef6cf68d000572089bff243be8122c.jpg,40,451,Ophrys fusca nan,Ophrys,23,3652,Not assessed,408
tiny_plantnet300k/691/57b54f10d239eb3ded4b2d30522afc8f3f5f6727.jpg,40,691,Lactuca floridana (L.) Gaertn.,Lactuca,11,5511,Not assessed,409
tiny_plantnet300k/347/4e2aeffe3145424b1ec3a07490f3c6449b7fc686.jpg,40,347,Carthamus carduncellus L.,Carthamus,4,298,Not assessed,410
tiny_plantnet300k/981/fc6241668b4563d7a424f6eec26d48e4b055ecf1.jpg,39,981,Peperomia prostrata B.S.Williams ex Mast. & T.Moore,Peperomia,20,2134,Not assessed,411
tiny_plantnet300k/723/2f0a1fea383000c58540d91610ef5f7dc580be95.jpg,39,723,Lactuca canadensis L.,Lactuca,11,5511,Not assessed,412
tiny_plantnet300k/109/a405e934392e3677a6d8025888bb2ef798ae7d98.jpg,39,109,Trifolium ochroleucon Huds.,Trifolium,39,14622,Not assessed,413
tiny_plantnet300k/397/8d9e895a91786169a299ab25d3a34f417dc07e1b.jpg,39,397,Geropogon hybridus (L.) Sch.Bip.,Geropogon,1,39,Not assessed,414
tiny_plantnet300k/414/9cf58903b96e9a46c18b06e7548a3027896ece73.jpg,38,414,Dierama pulcherrimum (Hook.f.) Baker,Dierama,1,38,Not assessed,415
tiny_plantnet300k/455/5381745a8a7fc32337297573a656973410acfcb5.jpg,38,455,Thelypteris limbosperma (All.) H.P.Fuchs,Thelypteris,1,38,LC,416
tiny_plantnet300k/24/2496b9d40d1aa371dac4c0cb6636b3c5893ee810.jpg,38,24,Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris,15,1346,LC,417
tiny_plantnet300k/563/8c7b4e3c90f46ec5f379bfe3e94f13704b947622.jpg,37,563,Tetraclinis articulata (Vahl) Mast.,Tetraclinis,1,37,EN,418
tiny_plantnet300k/544/503589c3eace68fa40d3956d7d1ca66c91d35174.jpg,37,544,Hypericum olympicum L.,Hypericum,37,11946,Not assessed,419
tiny_plantnet300k/295/18551f9bce97e059b45806a8f3023cd338e7e01d.jpg,37,295,Petiveria alliacea L.,Petiveria,1,37,Not assessed,420
tiny_plantnet300k/745/d16b2deaa241ebe18dc00bd677284b82aafd87a2.jpg,36,745,Aralia racemosa L.,Aralia,6,316,Not assessed,421
tiny_plantnet300k/390/c42fdcf20775c5dbe1943d8b8760e7aaaf8a5ca4.jpg,36,390,Erucastrum gallicum (Willd.) O.E.Schulz,Erucastrum,2,114,Not assessed,422
tiny_plantnet300k/208/d24260988a17a071ea874948387885976d88982b.jpg,36,208,Cenchrus ciliaris L.,Cenchrus,7,430,LC,423
tiny_plantnet300k/627/b97c361a21c74d382f60885d53cb24d21aa68b0d.jpg,35,627,Crotalaria pallida Aiton,Crotalaria,13,204,Not assessed,424
tiny_plantnet300k/102/0b63c36497ca882f9aae17f5a005ed36536873a9.jpg,35,102,Trifolium hirtum All.,Trifolium,39,14622,Not assessed,425
tiny_plantnet300k/460/c56d0a2ea89fbf4b25e1c9c1eca175eef3d37d58.jpg,35,460,"Anemonoides baldensis (L.) Galasso, Banfi & Soldano",Anemonoides,7,4986,Not assessed,426
tiny_plantnet300k/601/80a9d96de61df9fbecbc8282270f233bf9dc942c.jpg,34,601,Anthurium hookeri Kunth,Anthurium,12,2404,Not assessed,427
tiny_plantnet300k/476/8ff61d695b903d43f21b4fae5ad9eacce97049f7.jpg,34,476,Anemonoides trifolia (L.) Holub,Anemonoides,7,4986,Not assessed,428
tiny_plantnet300k/863/6c56f755e19eb9edcf285e2d7192d3930808f1b3.jpg,34,863,Neltuma glandulosa (Torr.) Britton & Rose,Neltuma,4,55,LC,429
tiny_plantnet300k/365/ec534bbd8888063f551a433e6c55d9ecab31563d.jpg,34,365,Collomia grandiflora Douglas ex Lindl.,Collomia,1,34,Not assessed,430
tiny_plantnet300k/375/9e0edd65a51065a95e02baa85d11910ce716acc4.jpg,34,375,Cleretum bellidiforme (Burm.f.) G.D.Rowley,Cleretum,1,34,Not assessed,431
tiny_plantnet300k/766/646ff2c5064a516aef6ea43627d94be7a09a40a8.jpg,33,766,Nepenthes vieillardii Hook.f.,Nepenthes,6,64,LC,432
tiny_plantnet300k/137/da3df1bcb6625cab7c35ad3a6266f1d3b8bfa0ae.jpg,33,137,Oldenlandia corymbosa L.,Oldenlandia,1,33,Not assessed,433
tiny_plantnet300k/620/c37df85b8c75575d3d6e757a84aca29f8ac324dd.jpg,33,620,Cryptostegia madagascariensis Bojer ex Decne.,Cryptostegia,2,35,Not assessed,434
tiny_plantnet300k/298/a8632712d2ebd064137e401792f7d6b61277bd2e.jpg,32,298,Hypericum annulatum Moris,Hypericum,37,11946,Not assessed,435
tiny_plantnet300k/788/d50ef6c9f727c94ccc8e1f9bf95d5209f1cb6f18.jpg,32,788,Rumohra adiantiformis (G.Forst.) Ching,Rumohra,1,32,LC,436
tiny_plantnet300k/440/8e6abb13becd9855e22c353fe6508e5941892870.jpg,32,440,Noccaea caerulescens (J.Presl & C.Presl) F.K.Mey.,Noccaea,3,105,Not assessed,437
tiny_plantnet300k/210/3daaf7bc81d6046fa8ba2c193cf41316a633237f.jpg,32,210,Phalaris aquatica L.,Phalaris,6,696,LC,438
tiny_plantnet300k/120/eb0ddc5f997b0d930323e3aa998b9e21b6f35b37.jpg,31,120,Trifolium subterraneum L.,Trifolium,39,14622,LC,439
tiny_plantnet300k/945/d2306ff0a924a72603500c9f4fefb02c78e65e74.jpg,31,945,Sedum praealtum A.DC.,Sedum,49,10171,Not assessed,440
tiny_plantnet300k/181/b24470a397f5524f6f14de4f4141cc2a10a530a1.jpg,31,181,Thesium humifusum DC.,Thesium,4,65,Not assessed,441
tiny_plantnet300k/963/24ed3aca28d0ff4328b8a3c58bdb0c6ee0fef40e.jpg,31,963,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,7,134,LC,442
tiny_plantnet300k/184/e2f4e1508aa321d89b1b78970612844d04e8c533.jpg,31,184,Valeriana lecoqii (Jord.) Christenh. & Byng,Valeriana,6,5645,Not assessed,443
tiny_plantnet300k/827/f54f4e752f24c0df201de17c544308653f80f577.jpg,31,827,Pelargonium grandiflorum Willd.,Pelargonium,18,6170,Not assessed,444
tiny_plantnet300k/374/198a3e1883829e343376a9135b3d16d4bffccc43.jpg,31,374,Daphne striata Tratt.,Daphne,10,2466,Not assessed,445
tiny_plantnet300k/709/3fb4dac410aaa2ca2873b22ac577bc2d8f11bc34.jpg,31,709,Dalea purpurea Vent.,Dalea,1,31,Not assessed,446
tiny_plantnet300k/411/8706e9df1565421cd7d8e0a6b766247ab7331d6f.jpg,31,411,Hypericum nummularium L.,Hypericum,37,11946,Not assessed,447
tiny_plantnet300k/311/51122a408a8b934e7104eae7c20dfa4285663974.jpg,30,311,Luffa acutangula (L.) Roxb.,Luffa,1,30,Not assessed,448
tiny_plantnet300k/891/a12b43e639e21b54f900035a28de5b17733e2722.jpg,30,891,Cirsium texanum Buckley,Cirsium,23,11272,Not assessed,449
tiny_plantnet300k/503/60917cfd685c347e7313f6f98fdf69b540c3589e.jpg,30,503,Tradescantia x andersoniana W.Ludw. & Rohweder,Tradescantia,12,7631,Not assessed,450
tiny_plantnet300k/462/b569ac217ca652e7783aa06429565ad773872088.jpg,30,462,"Oreomecon crocea (Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon,4,403,Not assessed,451
tiny_plantnet300k/438/5e8275640204d1f0c50e4463569dcdfd4a914f0f.jpg,28,438,"Neotinea lactea (Poir.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea,5,540,LC,452
tiny_plantnet300k/986/d39ef84bb67c2971fd7bdb54d531584530c6f83a.jpg,28,986,Eriocapitella tomentosa (Maxim.) Christenh. & Byng,Eriocapitella,4,2257,Not assessed,453
tiny_plantnet300k/401/15ec6c1d21bfca8a328b1ebdbb787ff724960dc3.jpg,28,401,Veronica brachysiphon (Summerh.) Bean,Veronica,5,727,Not assessed,454
tiny_plantnet300k/648/d1636459f66588b365dda6b6e9b972d64120c348.jpg,28,648,Nephrolepis abrupta (Bory) Mett.,Nephrolepis,5,1117,Not assessed,455
tiny_plantnet300k/378/22ca4f8de6a8330f75983212562337379a1c5cd0.jpg,28,378,Dryopteris cristata (L.) A.Gray,Dryopteris,15,1346,LC,456
tiny_plantnet300k/408/908994a779e8f0ebc5b9da9714cffc18c43e20f8.jpg,27,408,Hypericum elodes L.,Hypericum,37,11946,LC,457
tiny_plantnet300k/821/0244f5f7ff4e9e0f69ff732374f5d06887a23afd.jpg,27,821,Pelargonium spp.,Pelargonium,18,6170,Not assessed,458
tiny_plantnet300k/450/6dfa1fe114977cdc2b80201ded81dc9b2cc62222.jpg,27,450,Ophrys sphegodes (Rchb.f.) A.Bolòs,Ophrys,23,3652,Not assessed,459
tiny_plantnet300k/279/8109cd364c652540acb53fd1ae3143db2a903ecf.jpg,27,279,Pelargonium alchemilloides (L.) L'Hér.,Pelargonium,18,6170,Not assessed,460
tiny_plantnet300k/538/fae567c179f8f1e7d0f00e660f67172fbac142c0.jpg,27,538,Pulsatilla pratensis (L.) Mill.,Pulsatilla,8,2316,Not assessed,461
tiny_plantnet300k/43/daf4b99cbac6232a81ada32adcc822e9779d2d56.jpg,27,43,Lactuca saligna L.,Lactuca,11,5511,LC,462
tiny_plantnet300k/235/1c74dbc84798824bfe524d0a27bb1c5b528056c3.jpg,26,235,Barbarea intermedia Boreau,Barbarea,5,1420,DD,463
tiny_plantnet300k/94/daed153ac474b50f25dde18ca1e8e0d475301be9.jpg,26,94,Lupinus gussoneanus J.Agardh,Lupinus,20,3194,LC,464
tiny_plantnet300k/977/bb9627fbc52734e81fd034b1a80bc018bff7d226.jpg,26,977,Peperomia graveolens Rauh & Barthlott,Peperomia,20,2134,VU,465
tiny_plantnet300k/570/1536a9501a55c104db989f82ded519351a4e2e89.jpg,26,570,Rhodothamnus chamaecistus (L.) Rchb.,Rhodothamnus,1,26,Not assessed,466
tiny_plantnet300k/178/b7fc6956a3c1068a3f76383cad49751192df05ab.jpg,26,178,Nymphaea lotus L.,Nymphaea,9,1152,LC,467
tiny_plantnet300k/799/e1c7406d08729c20f67bed403eea6e0a00159db0.jpg,26,799,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,7,134,LC,468
tiny_plantnet300k/942/6eac75f46c4af3cff32d48e1e0025f154a37ddad.jpg,26,942,Sedum hernandezii J.Meyrán,Sedum,49,10171,Not assessed,469
tiny_plantnet300k/645/3cbdfc89d8b83c6be458ed2231030b673834e698.jpg,26,645,Acacia auriculiformis A.Cunn. ex Benth.,Acacia,20,1893,LC,470
tiny_plantnet300k/848/67212b9f41ae306d6b05d4e00d5bb1e1f9c23557.jpg,26,848,Hypericum hypericoides (L.) Crantz,Hypericum,37,11946,LC,471
tiny_plantnet300k/889/890a5abcf9e3b5efc587cf91baaed5fc02a9fb1e.jpg,25,889,Cirsium altissimum (L.) Spreng.,Cirsium,23,11272,Not assessed,472
tiny_plantnet300k/713/89b9caa2afa996a0d9f78a58d51817c7832b9522.jpg,25,713,Dryopteris marginalis (L.) A.Gray,Dryopteris,15,1346,Not assessed,473
tiny_plantnet300k/523/880bb17ec7d9abe28f983073eb7f4e86c861ace7.jpg,25,523,Eritrichium nanum (L.) Gaudin,Eritrichium,1,25,Not assessed,474
tiny_plantnet300k/147/0a23fa028417ceb81e5d0c7b8ec8038c0fbb9be8.jpg,25,147,Thapsia garganica L.,Thapsia,2,511,Not assessed,475
tiny_plantnet300k/379/45ea933dbb07bfe5fa8bd2495883d065dd32e255.jpg,25,379,Dryopteris dilatata (Hoffm.) A.Gray,Dryopteris,15,1346,LC,476
tiny_plantnet300k/548/4585eb0b15795665b57cfdf37c171d66e4275afd.jpg,25,548,Phyllanthus niruri L.,Phyllanthus,13,352,Not assessed,477
tiny_plantnet300k/280/fa2ad7387bb5d82e0b2e80042589885431b3ba42.jpg,24,280,Pelargonium quinquelobatum Hochst. ex A.Rich.,Pelargonium,18,6170,Not assessed,478
tiny_plantnet300k/908/122d50c0017ba7cbaaa1d7962696c1c43aa47e72.jpg,24,908,Alocasia reginula A.Hay,Alocasia,12,1020,Not assessed,479
tiny_plantnet300k/597/6b3428c5fb661ffb0b0ffb2f272ac3c8c5ee7dfe.jpg,24,597,Sagotia racemosa Baill.,Sagotia,1,24,LC,480
tiny_plantnet300k/89/e5dd955e90ae1660fe94acdd753c68baa79a7b79.jpg,24,89,Senegalia mellifera (Vahl) Seigler & Ebinger,Senegalia,4,39,LC,481
tiny_plantnet300k/923/dfac92a1c7c008dd109161dd5c24a4dff06da2a3.jpg,24,923,Stenocactus multicostatus (Daul) A.Berger,Stenocactus,1,24,DD,482
tiny_plantnet300k/532/f438e0b717115ef55354748e08c5df08a099258a.jpg,24,532,Trinia glauca (L.) Dumort.,Trinia,1,24,Not assessed,483
tiny_plantnet300k/258/605357398b082d632aca5ab36047d194025e940f.jpg,24,258,Crotalaria polysperma Kotschy,Crotalaria,13,204,Not assessed,484
tiny_plantnet300k/984/44647608b4fd85e61468c1b30740ab455fb7221a.jpg,24,984,Lomatia ferruginea (Cav.) R.Br.,Lomatia,1,24,LC,485
tiny_plantnet300k/320/899ce5ab8ebc2f8886a1d9e12a51922ede2e354c.jpg,24,320,Kniphofia linearifolia Baker,Kniphofia,2,1528,Not assessed,486
tiny_plantnet300k/354/3eb054363864d2f414382e7eb213cfbf11628215.jpg,24,354,Cirsium dissectum (L.) Hill,Cirsium,23,11272,Not assessed,487
tiny_plantnet300k/48/16462bee69f92a669c0df61421c0bbe4c2f1ce3f.jpg,24,48,Petrosedum amplexicaule (DC.) Velayos,Petrosedum,6,3197,Not assessed,488
tiny_plantnet300k/133/8b9271668c4ac8c4a1c7f4c0dfcd0a98cab74719.jpg,23,133,Adonis flammea Jacq.,Adonis,6,370,Not assessed,489
tiny_plantnet300k/456/c4d22f903e6d1eb57c3ff4039afc5c9a7a024af7.jpg,23,456,Eriocapitella x hybrida (L.H.Bailey) Christenh. & Byng,Eriocapitella,4,2257,Not assessed,490
tiny_plantnet300k/91/5d09cd17d2f1c6d1627e4c675c34f335d672cbce.jpg,23,91,Vachellia tortilis (Forssk.) Galasso & Banfi,Vachellia,11,123,LC,491
tiny_plantnet300k/825/fbcceece75431e27c8edbef2d5dd81031565e1fa.jpg,23,825,Nephrolepis falcata (Cav.) C.Chr.,Nephrolepis,5,1117,Not assessed,492
tiny_plantnet300k/224/668624ce7e73f22bb81783456b78d984f93a85cd.jpg,23,224,Trifolium nigrescens Viv.,Trifolium,39,14622,LC,493
tiny_plantnet300k/983/cc43dbca8e16bad8861919c38b3ca20f113a4c1c.jpg,23,983,Peperomia verticillata (L.) A.Dietr.,Peperomia,20,2134,Not assessed,494
tiny_plantnet300k/393/8f4848b8431687e026dc3533525dd6519e2470dd.jpg,23,393,Valeriana graciliflora (Fisch. & C.A.Mey.) Byng & Christenh.,Valeriana,6,5645,Not assessed,495
tiny_plantnet300k/159/16227b1e0a54096501518d7e31b28863d98bef17.jpg,23,159,Elodea canadensis Michx.,Elodea,2,38,LC,496
tiny_plantnet300k/493/1a3c4bc1f85e5c36b47a0b1cf8659ddb4074022b.jpg,22,493,Sedum alpestre Vill.,Sedum,49,10171,Not assessed,497
tiny_plantnet300k/894/8d3070d5f7ffae0c074992b3afecb8c9afb81a75.jpg,22,894,Elephantopus elatus Bertol.,Elephantopus,1,22,Not assessed,498
tiny_plantnet300k/533/3b2da73f455166d8ebc66726ef22f942fa89dc61.jpg,22,533,Petrosedum montanum (Songeon & E.P.Perrier) Grulich,Petrosedum,6,3197,Not assessed,499
