idx_new,new_full_species,key_to_merge,n_repeat,new_author,new_species,new_epithet,Unmatched_terms,new_genus,iucn_status
445,Ophrys sphegodes nan,"['1394073', '1394114']",2,,Ophrys sphegodes,aranifera,,Ophrys,Not assessed
446,Ophrys sphegodes J.J.Wood,['1394077'],1,J.J.Wood,Ophrys sphegodes,aveyronensis,,Ophrys,Not assessed
447,Ophrys insectifera Breistr.,['1394078'],1,Breistr.,Ophrys insectifera,aymoninii,,Ophrys,Not assessed
448,Ophrys bertolonii Moretti,['1394082'],1,Moretti,Ophrys bertolonii,bertolonii,,Ophrys,LC
449,Ophrys x flavicans Vis.,"['1394088', '1394183']",2,Vis.,Ophrys x flavicans,catalaunica,,Ophrys,Not assessed
450,Ophrys sphegodes (Rchb.f.) A.Bolòs,['1394128'],1,(Rchb.f.) A.Bolòs,Ophrys sphegodes,incubacea,,Ophrys,Not assessed
451,Ophrys fusca nan,['1394143'],1,,Ophrys fusca,lupercalis,,Ophrys,Not assessed
452,Ophrys sphegodes (Sennen) Sanz & Nuet,['1394164'],1,(Sennen) Sanz & Nuet,Ophrys sphegodes,passionis,,Ophrys,Not assessed
453,Ophrys sphegodes (H.Baumann & Künkele) P.J.Cribb,['1394169'],1,(H.Baumann & Künkele) P.J.Cribb,Ophrys sphegodes,provincialis,,Ophrys,Not assessed
454,Ophrys fusca (Viv.) Arcang.,['1394189'],1,(Viv.) Arcang.,Ophrys fusca,sulcata,,Ophrys,Not assessed
455,Thelypteris limbosperma (All.) H.P.Fuchs,['1394313'],1,(All.) H.P.Fuchs,Thelypteris limbosperma,limbosperma,,Thelypteris,LC
456,Eriocapitella x hybrida (L.H.Bailey) Christenh. & Byng,['1394378'],1,(L.H.Bailey) Christenh. & Byng,Eriocapitella x hybrida,hybrida,,Eriocapitella,Not assessed
457,Pulsatilla alpina (L.) Chaz.,['1394382'],1,(L.) Chaz.,Pulsatilla alpina,alpina,,Pulsatilla,Not assessed
458,Pancratium illyricum L.,['1394383'],1,L.,Pancratium illyricum,illyricum,,Pancratium,LC
459,Anemonoides apennina (L.) Holub,['1394394'],1,(L.) Holub,Anemonoides apennina,apennina,,Anemonoides,Not assessed
460,"Anemonoides baldensis (L.) Galasso, Banfi & Soldano",['1394396'],1,"(L.) Galasso, Banfi & Soldano",Anemonoides baldensis,baldensis,,Anemonoides,Not assessed
461,"Oreomecon alpina (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",['1394399'],1,"(L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon alpina,alpinum,,Oreomecon,Not assessed
462,"Oreomecon crocea (Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso",['1394401'],1,"(Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon crocea,croceum,,Oreomecon,Not assessed
463,Papaver orientale L.,['1394404'],1,L.,Papaver orientale,orientale,,Papaver,Not assessed
464,Papaver setiferum Goldblatt,['1394405'],1,Goldblatt,Papaver setiferum,pseudo-orientale,,Papaver,Not assessed
465,Oreomecon alpina nan,['1394406'],1,,Oreomecon alpina,rhaeticum,,Oreomecon,Not assessed
466,Pulsatilla halleri (All.) Willd.,['1394418'],1,(All.) Willd.,Pulsatilla halleri,halleri,,Pulsatilla,LC
467,Hepatica nobilis Schreb.,"['1394420', '1664348']",2,Schreb.,Hepatica nobilis,hepatica,,Hepatica,Not assessed
468,Pelargonium x hybridum (L.) L'Hér.,"['1394453', '1419115', '1550692']",3,(L.) L'Hér.,Pelargonium x hybridum,hybridum,,Pelargonium,Not assessed
469,Pelargonium inquinans (L.) L'Hér.,['1394454'],1,(L.) L'Hér.,Pelargonium inquinans,inquinans,,Pelargonium,Not assessed
470,Pulsatilla montana (Hoppe) Rchb.,['1394457'],1,(Hoppe) Rchb.,Pulsatilla montana,montana,,Pulsatilla,Not assessed
471,Anemonoides nemorosa (L.) Holub,['1394460'],1,(L.) Holub,Anemonoides nemorosa,nemorosa,,Anemonoides,Not assessed
472,Pulsatilla vulgaris Mill.,['1394489'],1,Mill.,Pulsatilla vulgaris,pulsatilla,,Pulsatilla,Not assessed
473,Pulsatilla rubra (Lam.) Delarbre,['1394498'],1,(Lam.) Delarbre,Pulsatilla rubra,rubra,,Pulsatilla,Not assessed
474,Phedimus stellatus (L.) Raf.,['1394502'],1,(L.) Raf.,Phedimus stellatus,stellatus,,Phedimus,Not assessed
475,"Anemonoides sylvestris (L.) Galasso, Banfi & Soldano",['1394504'],1,"(L.) Galasso, Banfi & Soldano",Anemonoides sylvestris,sylvestris,,Anemonoides,Not assessed
476,Anemonoides trifolia (L.) Holub,['1394508'],1,(L.) Holub,Anemonoides trifolia,trifolia,,Anemonoides,Not assessed
477,Pulsatilla vernalis (L.) Mill.,['1394513'],1,(L.) Mill.,Pulsatilla vernalis,vernalis,,Pulsatilla,LC
478,Angelica heterocarpa M.J.Lloyd,['1394549'],1,M.J.Lloyd,Angelica heterocarpa,heterocarpa,,Angelica,LC
479,Angelica razulii Gouan,['1394580'],1,Gouan,Angelica razulii,razulii,,Angelica,Not assessed
480,Angelica sylvestris L.,['1394591'],1,L.,Angelica sylvestris,sylvestris,,Angelica,LC
481,Pleurospermum austriacum (L.) Hoffm.,['1394648'],1,(L.) Hoffm.,Pleurospermum austriacum,austriacum,,Pleurospermum,Not assessed
482,Sasa palmata (Burb.) E.G.Camus,"['1394714', '1420092']",2,(Burb.) E.G.Camus,Sasa palmata,palmata,,Sasa,Not assessed
483,Anthericum ramosum L.,['1394759'],1,L.,Anthericum ramosum,ramosum,,Anthericum,Not assessed
484,Pyracantha coccinea M.Roem.,"['1394994', '1413391']",2,M.Roem.,Pyracantha coccinea,coccinea,,Pyracantha,Not assessed
485,Pyracantha crenulata (D.Don) M.Roem.,['1394995'],1,(D.Don) M.Roem.,Pyracantha crenulata,rogersiana,,Pyracantha,Not assessed
486,Holodiscus discolor (Pursh) Maxim.,['1395391'],1,(Pursh) Maxim.,Holodiscus discolor,discolor,,Holodiscus,Not assessed
487,Sagittaria graminea Michx.,['1395720'],1,Michx.,Sagittaria graminea,graminea,,Sagittaria,LC
488,Sagittaria latifolia Willd.,['1395721'],1,Willd.,Sagittaria latifolia,latifolia,,Sagittaria,LC
489,Sagittaria sagittifolia L.,['1395722'],1,L.,Sagittaria sagittifolia,sagittifolia,,Sagittaria,LC
490,Diascia rigescens E.Mey. ex Benth.,['1396133'],1,E.Mey. ex Benth.,Diascia rigescens,rigescens,,Diascia,Not assessed
491,Diascia vigilis Hilliard & B.L.Burtt,['1396134'],1,Hilliard & B.L.Burtt,Diascia vigilis,vigilis,,Diascia,Not assessed
492,Sedum sarmentosum Bunge,['1396143'],1,Bunge,Sedum sarmentosum,sarmentosum,,Sedum,Not assessed
493,Sedum alpestre Vill.,['1396144'],1,Vill.,Sedum alpestre,alpestre,,Sedum,Not assessed
494,Sedum annuum L.,['1396145'],1,L.,Sedum annuum,annuum,,Sedum,Not assessed
495,Phedimus kamtschaticus (Fisch.) 't Hart,"['1396156', '1418545']",2,(Fisch.) 't Hart,Phedimus kamtschaticus,kamtschaticum,,Phedimus,Not assessed
496,Sedum mexicanum Britton,['1396159'],1,Britton,Sedum mexicanum,mexicanum,,Sedum,Not assessed
497,Petrosedum ochroleucum (Chaix) Niederle,['1396161'],1,(Chaix) Niederle,Petrosedum ochroleucum,ochroleucum,,Petrosedum,Not assessed
498,Sedum sexangulare L.,['1396165'],1,L.,Sedum sexangulare,sexangulare,,Sedum,Not assessed
499,Metasequoia glyptostroboides Hu & W.C.Cheng,"['1396708', '1434712']",2,Hu & W.C.Cheng,Metasequoia glyptostroboides,glyptostroboides,,Metasequoia,EN
500,Telekia speciosa (Schreb.) Baumg.,['1396713'],1,(Schreb.) Baumg.,Telekia speciosa,speciosa,,Telekia,Not assessed
501,Thesium alpinum L.,['1396754'],1,L.,Thesium alpinum,alpinum,,Thesium,Not assessed
502,Thesium linophyllon L.,['1396758'],1,L.,Thesium linophyllon,linophyllon,,Thesium,Not assessed
503,Tradescantia x andersoniana W.Ludw. & Rohweder,"['1396823', '1497630']",2,W.Ludw. & Rohweder,Tradescantia x andersoniana,andersoniana,,Tradescantia,Not assessed
504,Tradescantia virginiana L.,['1396824'],1,L.,Tradescantia virginiana,virginiana,,Tradescantia,Not assessed
505,Trifolium alpestre L.,['1396842'],1,L.,Trifolium alpestre,alpestre,,Trifolium,LC
506,Trifolium alpinum L.,['1396843'],1,L.,Trifolium alpinum,alpinum,,Trifolium,LC
507,Trifolium pallescens Schreb.,['1396858'],1,Schreb.,Trifolium pallescens,pallescens,,Trifolium,Not assessed
508,Trifolium spadiceum L.,['1396867'],1,L.,Trifolium spadiceum,spadiceum,,Trifolium,Not assessed
509,Trifolium thalii Vill.,['1396869'],1,Vill.,Trifolium thalii,thalii,,Trifolium,Not assessed
510,Viscaria alpina (L.) G.Don,['1397208'],1,(L.) G.Don,Viscaria alpina,alpina,,Viscaria,Not assessed
511,Viscaria vulgaris Bernh.,['1397209'],1,Bernh.,Viscaria vulgaris,vulgaris,,Viscaria,Not assessed
512,Eriocapitella hupehensis (É.Lemoine) Christenh. & Byng,['1397268'],1,(É.Lemoine) Christenh. & Byng,Eriocapitella hupehensis,hupehensis,,Eriocapitella,Not assessed
513,Eriocapitella vitifolia (Buch.-Ham. ex DC.) Nakai,['1397269'],1,(Buch.-Ham. ex DC.) Nakai,Eriocapitella vitifolia,vitifolia,,Eriocapitella,Not assessed
514,Adenostyles alpina (L.) Bluff & Fingerh.,['1397303'],1,(L.) Bluff & Fingerh.,Adenostyles alpina,alpina,,Adenostyles,Not assessed
515,Alcea biennis Winterl,['1397305'],1,Winterl,Alcea biennis,biennis,,Alcea,Not assessed
516,Anemonastrum narcissiflorum (L.) Holub,['1397311'],1,(L.) Holub,Anemonastrum narcissiflorum,narcissiflora,,Anemonastrum,Not assessed
517,Anemonoides ranunculoides (L.) Holub,['1397312'],1,(L.) Holub,Anemonoides ranunculoides,ranunculoides,,Anemonoides,Not assessed
518,Angelica archangelica L.,['1397313'],1,L.,Angelica archangelica,archangelica,,Angelica,LC
519,Chaerophyllum bulbosum L.,['1397349'],1,L.,Chaerophyllum bulbosum,bulbosum,,Chaerophyllum,Not assessed
520,Cirsium acaule nan,['1397351'],1,,Cirsium acaule,acaulos,,Cirsium,Not assessed
521,Cirsium spinosissimum (L.) Scop.,['1397352'],1,(L.) Scop.,Cirsium spinosissimum,spinosissimum,,Cirsium,Not assessed
522,"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.","['1397364', '1711787']",2,"G.Gaertn., B.Mey. & Scherb.",Cymbalaria muralis,muralis,,Cymbalaria,Not assessed
523,Eritrichium nanum (L.) Gaudin,['1397379'],1,(L.) Gaudin,Eritrichium nanum,nanum,,Eritrichium,Not assessed
524,Fragaria viridis Weston,['1397387'],1,Weston,Fragaria viridis,viridis,,Fragaria,LC
525,Honckenya peploides (L.) Ehrh.,['1397403'],1,(L.) Ehrh.,Honckenya peploides,peploides,,Honckenya,Not assessed
526,Hypericum hyssopifolium Chaix,['1397407'],1,Chaix,Hypericum hyssopifolium,hyssopifolium,,Hypericum,Not assessed
527,Hypericum mutilum L.,['1397408'],1,L.,Hypericum mutilum,mutilum,,Hypericum,Not assessed
528,Lactuca perennis L.,['1397420'],1,L.,Lactuca perennis,perennis,,Lactuca,DD
529,Sedum atratum L.,['1397491'],1,L.,Sedum atratum,atratum,,Sedum,Not assessed
530,Thesium pyrenaicum Pourr.,['1397510'],1,Pourr.,Thesium pyrenaicum,pyrenaicum,,Thesium,Not assessed
531,Trifolium medium L.,['1397514'],1,L.,Trifolium medium,medium,,Trifolium,Not assessed
532,Trinia glauca (L.) Dumort.,['1397515'],1,(L.) Dumort.,Trinia glauca,glauca,,Trinia,Not assessed
533,Petrosedum montanum (Songeon & E.P.Perrier) Grulich,['1397550'],1,(Songeon & E.P.Perrier) Grulich,Petrosedum montanum,montanum,,Petrosedum,Not assessed
534,Trifolium badium Schreb.,['1397551'],1,Schreb.,Trifolium badium,badium,,Trifolium,Not assessed
535,Freesia leichtlinii (G.L.Mey.) J.C.Manning & Goldblatt,['1397585'],1,(G.L.Mey.) J.C.Manning & Goldblatt,Freesia leichtlinii,alba,,Freesia,Not assessed
536,Cobaea scandens Cav.,['1397598'],1,Cav.,Cobaea scandens,scandens,,Cobaea,Not assessed
537,Fragaria virginiana nan,['1397613'],1,,Fragaria virginiana,virginiana,,Fragaria,Not assessed
538,Pulsatilla pratensis (L.) Mill.,['1397841'],1,(L.) Mill.,Pulsatilla pratensis,pratensis,,Pulsatilla,Not assessed
539,Sagittaria lancifolia L.,['1397959'],1,L.,Sagittaria lancifolia,lancifolia,,Sagittaria,Not assessed
540,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",['1398041'],1,"(Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea tridentata,tridentata,,Neotinea,LC
541,Adenostyles alliariae (Gouan) Kern.,['1398111'],1,(Gouan) Kern.,Adenostyles alliariae,alliariae,,Adenostyles,Not assessed
542,Ophrys x minuticauda Duffort,['1398125'],1,Duffort,Ophrys x minuticauda,pseudoscolopax,,Ophrys,Not assessed
543,Sedum palmeri S.Watson,"['1398128', '1421021', '1529128']",3,S.Watson,Sedum palmeri,palmeri,,Sedum,Not assessed
544,Hypericum olympicum L.,['1398130'],1,L.,Hypericum olympicum,olympicum,,Hypericum,Not assessed
545,Dryopteris erythrosora (D.C.Eaton) Kuntze,"['1398196', '1418655']",2,(D.C.Eaton) Kuntze,Dryopteris erythrosora,erythrosora,,Dryopteris,Not assessed
546,Adenostyles leucophylla Rchb.,['1398274'],1,Rchb.,Adenostyles leucophylla,leucophylla,,Adenostyles,Not assessed
547,Calycanthus floridus L.,['1398326'],1,L.,Calycanthus floridus,floridus,,Calycanthus,Not assessed
548,Phyllanthus niruri L.,['1398333'],1,L.,Phyllanthus niruri,niruri,,Phyllanthus,Not assessed
549,Ophrys sphegodes (Rchb.) M.Laínz,"['1398355', '1398469']",2,(Rchb.) M.Laínz,Ophrys sphegodes,araneola,sensu auct.plur.,Ophrys,Not assessed
550,Anemonoides blanda (Schott & Kotschy) Holub,['1398444'],1,(Schott & Kotschy) Holub,Anemonoides blanda,blanda,,Anemonoides,Not assessed
551,Aralia elata (Miq.) Seem.,['1398447'],1,(Miq.) Seem.,Aralia elata,elata,,Aralia,LC
552,Clethra alnifolia L.,['1398480'],1,L.,Clethra alnifolia,alnifolia,,Clethra,LC
553,Corispermum pallasii Steven,['1398494'],1,Steven,Corispermum pallasii,pallasii,,Corispermum,Not assessed
554,Hypericum patulum Thunb.,['1398513'],1,Thunb.,Hypericum patulum,patulum,,Hypericum,Not assessed
555,Hypericum x hidcoteense Geerinck,['1398515'],1,Geerinck,Hypericum x hidcoteense,hidcoteense,,Hypericum,Not assessed
556,Lupinus nootkatensis Donn ex Sims,"['1398526', '1580985']",2,Donn ex Sims,Lupinus nootkatensis,nootkatensis,,Lupinus,LC
557,Smilax rotundifolia L.,['1398567'],1,L.,Smilax rotundifolia,rotundifolia,,Smilax,Not assessed
558,Salvia yangii B.T.Drew,['1398592'],1,B.T.Drew,Salvia yangii,atriplicifolia,,Salvia,Not assessed
559,Nothofagus antarctica (G.Forst.) Oerst.,['1398608'],1,(G.Forst.) Oerst.,Nothofagus antarctica,antarctica,,Nothofagus,LC
560,Iva annua L.,['1398615'],1,L.,Iva annua,annua,,Iva,Not assessed
561,Dryopteris fragrans (L.) Schott,['1398700'],1,(L.) Schott,Dryopteris fragrans,fragrans,,Dryopteris,LC
562,Neotinea conica (Willd.) R.M.Bateman,['1398805'],1,(Willd.) R.M.Bateman,Neotinea conica,conica,,Neotinea,Not assessed
563,Tetraclinis articulata (Vahl) Mast.,['1398830'],1,(Vahl) Mast.,Tetraclinis articulata,articulata,,Tetraclinis,EN
564,Alcea setosa (Boiss.) Alef.,['1399063'],1,(Boiss.) Alef.,Alcea setosa,setosa,,Alcea,Not assessed
565,Chaerophyllum aromaticum L.,['1399141'],1,L.,Chaerophyllum aromaticum,aromaticum,,Chaerophyllum,Not assessed
566,Cucurbita moschata Duchesne,['1399145'],1,Duchesne,Cucurbita moschata,moschata,,Cucurbita,Not assessed
567,Daphne sericea Vahl,['1399157'],1,Vahl,Daphne sericea,sericea,,Daphne,Not assessed
568,Lamium orvala L.,['1399231'],1,L.,Lamium orvala,orvala,,Lamium,Not assessed
569,Paederota bonarota (L.) L.,['1399338'],1,(L.) L.,Paederota bonarota,bonarota,,Paederota,Not assessed
570,Rhodothamnus chamaecistus (L.) Rchb.,['1399384'],1,(L.) Rchb.,Rhodothamnus chamaecistus,chamaecistus,,Rhodothamnus,Not assessed
571,Ophrys lunulata Parl.,['1399667'],1,Parl.,Ophrys lunulata,lunulata,,Ophrys,LC
572,Astydamia latifolia (L.f.) Baill.,['1399803'],1,(L.f.) Baill.,Astydamia latifolia,latifolia,,Astydamia,Not assessed
573,Lavandula dentata nan,['1399804'],1,,Lavandula dentata,pinnata,,Lavandula,Not assessed
574,Angelica atropurpurea L.,['1399920'],1,L.,Angelica atropurpurea,atropurpurea,,Angelica,LC
575,Acacia pravissima F.Muell. ex Benth.,['1400060'],1,F.Muell. ex Benth.,Acacia pravissima,pravissima,,Acacia,LC
576,Adonis pyrenaica DC.,['1400080'],1,DC.,Adonis pyrenaica,pyrenaica,,Adonis,Not assessed
577,Adonis vernalis L.,['1400081'],1,L.,Adonis vernalis,vernalis,,Adonis,LC
578,Barbarea rupicola Moris,['1400096'],1,Moris,Barbarea rupicola,rupicola,,Barbarea,LC
579,Barbarea vulgaris W.T.Aiton,"['1400100', '1414276']",2,W.T.Aiton,Barbarea vulgaris,vulgaris,,Barbarea,LC
580,Acacia baileyana F.Muell.,['1400104'],1,F.Muell.,Acacia baileyana,baileyana,,Acacia,Not assessed
581,Bellium bellidioides L.,['1400110'],1,L.,Bellium bellidioides,bellidioides,,Bellium,LC
582,Bocoa prouacensis Aubl.,['1400471'],1,Aubl.,Bocoa prouacensis,prouacensis,,Bocoa,LC
583,Nephrolepis biserrata (Sw.) Schott,['1400478'],1,(Sw.) Schott,Nephrolepis biserrata,biserrata,,Nephrolepis,Not assessed
584,Vanilla pompona Schiede,['1400798'],1,Schiede,Vanilla pompona,pompona,,Vanilla,EN
585,Guatteria anteridifera Scharf & Maas,['1400844'],1,Scharf & Maas,Guatteria anteridifera,anteridifera,,Guatteria,DD
586,Caraipa densifolia Mart.,['1401141'],1,Mart.,Caraipa densifolia,densifolia,,Caraipa,LC
587,Caraipa punctulata Ducke,['1401148'],1,Ducke,Caraipa punctulata,punctulata,,Caraipa,LC
588,Vismia cayennensis (Jacq.) Pers.,['1401211'],1,(Jacq.) Pers.,Vismia cayennensis,cayennensis,,Vismia,LC
589,Vismia macrophylla Kunth,['1401216'],1,Kunth,Vismia macrophylla,macrophylla,,Vismia,LC
590,Vismia sessilifolia (Aubl.) Choisy,['1401222'],1,(Aubl.) Choisy,Vismia sessilifolia,sessilifolia,,Vismia,LC
591,Dryopteris wallichiana (Spreng.) Hyl.,['1401242'],1,(Spreng.) Hyl.,Dryopteris wallichiana,wallichiana,,Dryopteris,Not assessed
592,Xylopia frutescens Aubl.,['1401701'],1,Aubl.,Xylopia frutescens,frutescens,,Xylopia,LC
593,Xylopia nitida Dunal,['1401711'],1,Dunal,Xylopia nitida,nitida,,Xylopia,LC
594,Xylopia sericea A.St.-Hil.,['1401718'],1,A.St.-Hil.,Xylopia sericea,sericea,,Xylopia,LC
595,Phyllanthus urinaria L.,['1401735'],1,L.,Phyllanthus urinaria,urinaria,,Phyllanthus,Not assessed
596,Pogonophora schomburgkiana Miers ex Benth.,['1401736'],1,Miers ex Benth.,Pogonophora schomburgkiana,schomburgkiana,,Pogonophora,LC
597,Sagotia racemosa Baill.,['1401737'],1,Baill.,Sagotia racemosa,racemosa,,Sagotia,LC
598,Tabernaemontana undulata Vahl,['1401883'],1,Vahl,Tabernaemontana undulata,undulata,,Tabernaemontana,LC
599,Guarea gomma Pulle,['1402303'],1,Pulle,Guarea gomma,gomma,,Guarea,LC
600,Nymphoides indica (L.) Kuntze,['1402356'],1,(L.) Kuntze,Nymphoides indica,indica,,Nymphoides,LC
601,Anthurium hookeri Kunth,['1402423'],1,Kunth,Anthurium hookeri,hookeri,,Anthurium,Not assessed
602,Anthurium jenmanii Engl.,['1402433'],1,Engl.,Anthurium jenmanii,jenmanii,,Anthurium,Not assessed
603,Anthurium scandens (Aubl.) Engl.,['1402464'],1,(Aubl.) Engl.,Anthurium scandens,scandens,,Anthurium,Not assessed
604,Dracontium polyphyllum L.,['1402576'],1,L.,Dracontium polyphyllum,polyphyllum,,Dracontium,Not assessed
605,Crotalaria retusa L.,['1402811'],1,L.,Crotalaria retusa,retusa,,Crotalaria,Not assessed
606,Peperomia magnoliifolia (Jacq.) A.Dietr.,['1402920'],1,(Jacq.) A.Dietr.,Peperomia magnoliifolia,magnoliifolia,,Peperomia,Not assessed
607,Peperomia obtusifolia (L.) A.Dietr.,"['1402921', '1409216']",2,(L.) A.Dietr.,Peperomia obtusifolia,obtusifolia,,Peperomia,Not assessed
608,Peperomia quadrangularis (J.V.Thomps.) A.Dietr.,['1402924'],1,(J.V.Thomps.) A.Dietr.,Peperomia quadrangularis,quadrangularis,,Peperomia,Not assessed
609,Peperomia rotundifolia (L.) Kunth,['1402925'],1,(L.) Kunth,Peperomia rotundifolia,rotundifolia,,Peperomia,Not assessed
610,Peperomia serpens (Sw.) G.Don,['1402926'],1,(Sw.) G.Don,Peperomia serpens,serpens,,Peperomia,Not assessed
611,Declieuxia fruticosa (Willd.) Kuntze,['1403272'],1,(Willd.) Kuntze,Declieuxia fruticosa,fruticosa,,Declieuxia,Not assessed
612,Mauritia flexuosa L.f.,['1403479'],1,L.f.,Mauritia flexuosa,flexuosa,,Mauritia,LC
613,Urera baccifera (L.) Gaudich. ex Wedd.,['1403654'],1,(L.) Gaudich. ex Wedd.,Urera baccifera,baccifera,,Urera,LC
614,Leuenbergeria bleo (Kunth) Lodé,['1403826'],1,(Kunth) Lodé,Leuenbergeria bleo,bleo,,Leuenbergeria,Not assessed
615,Cereus hexagonus (L.) Mill.,['1403967'],1,(L.) Mill.,Cereus hexagonus,hexagonus,,Cereus,LC
616,Xylopia crinita R.E.Fr.,['1404002'],1,R.E.Fr.,Xylopia crinita,crinita,,Xylopia,LC
617,Aciotis rubricaulis (Mart. ex DC.) Triana,['1404745'],1,(Mart. ex DC.) Triana,Aciotis rubricaulis,rubricaulis,,Aciotis,Not assessed
618,Guatteria amplifolia Triana & Planch.,['1404776'],1,Triana & Planch.,Guatteria amplifolia,amplifolia,,Guatteria,LC
619,Cucumis melo L.,['1404804'],1,L.,Cucumis melo,cylindrica,,Cucumis,Not assessed
620,Cryptostegia madagascariensis Bojer ex Decne.,['1405061'],1,Bojer ex Decne.,Cryptostegia madagascariensis,madagascariensis,,Cryptostegia,Not assessed
621,Didymopanax decaphyllus (Seem.) Fiaschi & G.M.Plunkett,['1405088'],1,(Seem.) Fiaschi & G.M.Plunkett,Didymopanax decaphyllus,decaphylla,,Didymopanax,Not assessed
622,Aphelandra scabra (Vahl) Sm.,['1405252'],1,(Vahl) Sm.,Aphelandra scabra,scabra,,Aphelandra,LC
623,Piriqueta cistoides (L.) Griseb.,['1405653'],1,(L.) Griseb.,Piriqueta cistoides,cistoides,,Piriqueta,Not assessed
624,Acalypha wilkesiana Müll.Arg.,['1405685'],1,Müll.Arg.,Acalypha wilkesiana,wilkesiana,,Acalypha,LC
625,Breynia disticha J.R.Forst. & G.Forst.,['1405686'],1,J.R.Forst. & G.Forst.,Breynia disticha,disticha,,Breynia,LC
626,Crotalaria incana L.,['1405703'],1,L.,Crotalaria incana,incana,,Crotalaria,Not assessed
627,Crotalaria pallida Aiton,['1406426'],1,Aiton,Crotalaria pallida,pallida,,Crotalaria,Not assessed
628,Kigelia africana (Lam.) Benth.,['1406486'],1,(Lam.) Benth.,Kigelia africana,africana,,Kigelia,LC
629,Guatteria citriodora Ducke,['1406756'],1,Ducke,Guatteria citriodora,citriodora,,Guatteria,LC
630,Acalypha indica L.,['1406863'],1,L.,Acalypha indica,indica,,Acalypha,Not assessed
631,Guatteria punctata (Aubl.) R.A.Howard,['1407077'],1,(Aubl.) R.A.Howard,Guatteria punctata,punctata,,Guatteria,LC
632,Anthurium crystallinum Linden & André,['1407379'],1,Linden & André,Anthurium crystallinum,crystallinum,,Anthurium,Not assessed
633,Cryptopus elatus (Thouars) Lindl.,['1407873'],1,(Thouars) Lindl.,Cryptopus elatus,elatus,,Cryptopus,Not assessed
634,Cryptostegia grandiflora Roxb. ex R.Br.,['1407874'],1,Roxb. ex R.Br.,Cryptostegia grandiflora,grandiflora,,Cryptostegia,Not assessed
635,Eranthemum pulchellum Andrews,['1408034'],1,Andrews,Eranthemum pulchellum,pulchellum,,Eranthemum,Not assessed
636,Alocasia cucullata (Lour.) G.Don,"['1408037', '1442930']",2,(Lour.) G.Don,Alocasia cucullata,cucullata,,Alocasia,Not assessed
637,Alocasia longiloba Miq.,['1408041'],1,Miq.,Alocasia longiloba,longiloba,,Alocasia,Not assessed
638,Alocasia macrorrhizos (L.) G.Don,"['1408045', '1421107']",2,(L.) G.Don,Alocasia macrorrhizos,macrorrhizos,,Alocasia,Not assessed
639,Faujasia salicifolia (Juss. ex Pers.) C.Jeffrey,['1408066'],1,(Juss. ex Pers.) C.Jeffrey,Faujasia salicifolia,salicifolia,,Faujasia,Not assessed
640,Fernelia buxifolia Lam.,['1408071'],1,Lam.,Fernelia buxifolia,buxifolia,,Fernelia,Not assessed
641,Fragaria x ananassa (Duchesne ex Weston) Duchesne ex Rozier,"['1408092', '1420365', '1667445']",3,(Duchesne ex Weston) Duchesne ex Rozier,Fragaria x ananassa,ananassa,,Fragaria,Not assessed
642,Geniostoma borbonicum (Lam.) Spreng.,['1408107'],1,(Lam.) Spreng.,Geniostoma borbonicum,borbonicum,,Geniostoma,Not assessed
643,Hernandia mascarenensis (Meisn.) Kubitzki,['1408160'],1,(Meisn.) Kubitzki,Hernandia mascarenensis,mascarenensis,,Hernandia,EN
644,Hypericum lanceolatum Lam.,['1408214'],1,Lam.,Hypericum lanceolatum,lanceolatum,,Hypericum,Not assessed
645,Acacia auriculiformis A.Cunn. ex Benth.,"['1408227', '1567995']",2,A.Cunn. ex Benth.,Acacia auriculiformis,auriculiformis,,Acacia,LC
646,Leonotis nepetifolia (L.) R.Br.,['1408284'],1,(L.) R.Br.,Leonotis nepetifolia,nepetifolia,,Leonotis,Not assessed
647,Mussaenda arcuata Poir.,['1408386'],1,Poir.,Mussaenda arcuata,arcuata,,Mussaenda,Not assessed
648,Nephrolepis abrupta (Bory) Mett.,['1408401'],1,(Bory) Mett.,Nephrolepis abrupta,abrupta,,Nephrolepis,Not assessed
649,Acacia heterophylla (Lam.) Willd.,['1408421'],1,(Lam.) Willd.,Acacia heterophylla,heterophylla,,Acacia,Not assessed
650,Paederia foetida L.,['1408451'],1,L.,Paederia foetida,foetida,,Paederia,Not assessed
651,Rhodocactus grandifolius (Haw.) F.M.Knuth,['1408490'],1,(Haw.) F.M.Knuth,Rhodocactus grandifolius,grandifolia,,Rhodocactus,Not assessed
652,Antirhea borbonica J.F.Gmel.,['1408502'],1,J.F.Gmel.,Antirhea borbonica,borbonica,,Antirhea,LC
653,Phyllanthus emblica L.,['1408507'],1,L.,Phyllanthus emblica,emblica,,Phyllanthus,LC
654,Phyllanthus niruroides Müll.Arg.,['1408508'],1,Müll.Arg.,Phyllanthus niruroides,niruroides,,Phyllanthus,Not assessed
