"earn","ht_ft","ht_inches","sex","race","hisp","years_educ","year_of_birth","height_in_inches"
NA,5,8,"female","white","not",12,1915,68
28000,5,4,"female","white","not",16,1950,64
20000,5,8,"male","white","not",15,1948,68
21000,5,6,"male","white","not",13,1960,66
NA,5,3,"female","white","not",12,1951,63
17000,5,9,"male","other","not",12,1948,69
24000,5,0,"female","white","not",13,1940,60
25000,5,1,"female","white","not",12,1915,61
40000,6,3,"male","white","not",12,1944,75
NA,5,10,"male","white","not",9,1965,70
0,5,3,"female","white","hisp",9,1967,63
0,5,9,"male","white","not",13,1970,69
0,5,6,"female","white","not",16,1927,66
8000,5,4,"female","white","not",13,1971,64
NA,5,7,"female","white","not",13,1964,67
19000,5,3,"female","white","hisp",15,1945,63
NA,5,4,"female","white","not",12,1914,64
NA,5,4,"female","white","hisp",11,1954,64
45000,5,7,"female","white","not",16,1921,67
5000,5,4,"male","other","not",17,1957,64
0,6,0,"male","white","not",14,1969,72
24000,5,3,"female","other","not",14,1950,63
5000,5,7,"female","white","not",14,1971,67
NA,5,3,"female","white","hisp",14,1948,63
33000,5,6,"male","white","not",16,1956,66
24000,5,5,"female","white","not",14,1966,65
6000,5,3,"female","white","not",13,1967,63
90000,5,6,"female","white","not",14,1935,66
0,5,4,"female","white","not",16,1945,64
57000,5,4,"female","white","not",18,1943,64
NA,5,8,"female","white","not",14,1969,68
13800,5,11,"male","white","not",14,1936,71
30000,5,11,"male","white","not",18,1953,71
15000,6,0,"male","white","not",12,1950,72
15000,5,0,"female","white","not",14,1915,60
31000,5,10,"male","white","not",12,1961,70
33000,6,2,"male","white","not",17,1950,74
NA,6,2,"male","white","not",8,1934,74
30000,5,8,"male","white","not",18,1929,68
12000,6,2,"male","white","not",12,1952,74
5000,6,3,"male","white","not",12,1968,75
21000,5,8,"male","white","not",12,1931,68
NA,6,0,"male","white","not",12,1931,72
28000,5,3,"female","white","not",18,1944,63
NA,5,5,"female","white","not",12,1954,65
NA,5,11,"male","white","not",9,1928,71
12000,6,0,"male","white","not",12,1959,72
19000,5,4,"female","white","not",12,1944,64
6000,5,3,"female","white","not",14,1955,63
5300,5,6,"female","white","not",13,1930,66
NA,5,6,"female","other","not",12,1969,66
15000,5,1,"female","white","not",13,1962,61
NA,5,0,"male","other","not",2,1900,60
NA,6,0,"male","white","not",16,1921,72
0,5,2,"female","white","not",12,1961,62
NA,5,5,"female","white","not",11,1931,65
17000,6,1,"male","white","not",12,1944,73
NA,5,6,"female","other","not",4,1916,66
4700,5,6,"female","other","not",12,1912,66
NA,5,7,"female","white","not",12,1915,67
0,5,8,"female","white","not",12,1972,68
9500,5,2,"female","white","not",12,1925,62
1700,5,5,"male","white","not",12,1968,65
0,5,3,"female","white","not",14,1947,63
5400,5,2,"female","white","not",12,1959,62
10000,5,8,"male","white","not",12,1959,68
25000,4,11,"female","white","not",15,1907,59
0,5,2,"female","white","not",12,1951,62
NA,5,9,"male","white","not",13,1952,69
NA,5,10,"female","white","not",14,1957,70
NA,NA,NA,"female","white","not",12,NA,NA
NA,5,6,"male","white","not",8,1908,66
0,5,4,"female","white","not",9,1927,64
NA,4,11,"female","white","not",12,1908,59
NA,5,2,"female","white","not",10,1917,62
NA,5,8,"male","white","not",12,1948,68
NA,4,11,"female","white","not",12,1929,59
35000,5,8,"female","white","not",16,1947,68
NA,5,3,"female","white","not",11,1944,63
28000,5,3,"female","white","not",18,1946,63
42000,5,3,"female","white","not",12,1950,63
NA,5,2,"female","white","not",12,1948,62
45000,5,8,"male","white","not",12,1932,68
55000,5,4,"female","white","not",12,1939,64
NA,5,3,"female","white",NA,12,1947,63
NA,5,5,"female","white","not",15,1951,65
NA,6,0,"male","white","not",17,1935,72
36000,5,10,"female","white","not",16,1960,70
NA,5,6,"female","white","not",12,1909,66
25000,5,10,"male","white","not",10,1959,70
19000,6,0,"male","white","not",12,1962,72
38000,5,9,"male","white","not",11,1940,69
15000,5,3,"female","white","not",14,1953,63
4500,4,10,"female","white","not",5,1905,58
96000,5,3,"female","white","not",14,1963,63
11000,5,3,"female","white","not",12,1943,63
9000,6,1,"male","white","not",15,1956,73
5000,5,9,"female","white","not",14,1966,69
50000,5,10,"male","white","not",12,1939,70
0,5,6,"female","white","not",12,1931,66
NA,5,0,"female","white","not",15,1934,60
0,5,6,"female","white","not",16,1928,66
6000,5,5,"female","white","not",13,1946,65
1e+05,6,0,"male","white","not",13,1968,72
16500,5,2,"female","white","not",13,1944,62
NA,6,0,"male","white","not",12,1936,72
0,5,9,"male","white","not",12,1972,69
NA,5,5,"female","other","not",12,1958,65
NA,6,1,"male","other","not",14,1964,73
NA,5,6,"female","other","not",12,1950,66
32000,6,0,"male","white","not",14,1950,72
30000,6,1,"male","white","not",18,1949,73
10000,5,8,"female","white","not",16,1948,68
NA,4,11,"female","white","not",12,1928,59
0,5,4,"female","white","not",12,1955,64
15000,5,6,"female","white","not",12,1971,66
NA,5,2,"female","white","not",16,NA,62
6500,5,0,"female","white","not",8,1907,60
26000,5,0,"female","white","not",18,1927,60
17000,5,5,"female","white","not",12,1931,65
22000,5,3,"female","other","not",18,1931,63
NA,5,6,"female","white","not",12,1911,66
10000,5,4,"female","white","not",12,1949,64
50000,5,11,"male","white","not",14,1932,71
20000,5,7,"male","white","not",12,1955,67
NA,5,3,"female","white","not",13,1953,63
NA,5,3,"female","white","not",12,1923,63
0,5,7,"female","white","not",13,1931,67
400,5,3,"female","white","not",12,1959,63
NA,6,0,"male","white","not",12,1923,72
16000,5,5,"female","white","not",14,1931,65
NA,5,6,"female","white","not",14,1947,66
10000,5,6,"female","white","not",12,1924,66
14000,5,3,"female","white","not",13,1932,63
5000,5,5,"female","white","not",15,1970,65
40000,6,2,"male","white","not",16,1956,74
5000,5,7,"female","white","not",13,1935,67
25000,5,8,"female","white","not",17,1943,68
12000,5,5,"female","white","not",12,1939,65
58000,5,4,"female","white","not",16,1956,64
18000,5,8,"female","white","not",16,1964,68
1000,5,5,"male","white","not",12,1972,65
21000,6,0,"male","white","not",17,1943,72
11000,5,6,"male","other","not",12,1928,66
NA,5,9,"male","white","not",7,1913,69
13000,5,4,"female","white","not",12,1954,64
0,5,4,"female","white","not",12,1937,64
20000,5,0,"female","other","not",16,1902,60
25000,6,0,"male","other","not",12,1955,72
NA,5,10,"male","white","hisp",8,1916,70
NA,5,0,"female","white","not",16,NA,60
600,5,4,"female","white","not",12,1947,64
25000,5,7,"male","other","not",14,1964,67
NA,5,9,"male","white","not",12,NA,69
36000,5,8,"male","white","not",12,1962,68
15000,5,4,"female","other","not",13,1957,64
NA,5,4,"female","white","not",14,1954,64
3500,5,6,"female","white","not",12,1939,66
19005,5,5,"female","white","not",16,1956,65
62000,5,10,"male","white","not",14,1936,70
NA,5,9,"male","white","not",16,1955,69
25000,5,10,"male","white","not",12,1948,70
50000,5,6,"male","white","not",12,1938,66
0,5,4,"female","white","not",12,1962,64
0,5,6,"female","white","not",13,1964,66
40000,5,6,"male","white","not",12,1929,66
26000,6,2,"male","white","not",18,1964,74
NA,5,6,"female","white","not",12,1918,66
NA,5,8,"male","white","not",14,1934,68
22000,5,2,"female","white","not",12,1942,62
21000,5,6,"female","white","not",17,1951,66
6108,5,2,"female","white","not",12,1925,62
30000,5,5,"female","other","not",18,1926,65
NA,5,6,"female","white","not",11,1922,66
NA,5,4,"female","white","not",9,NA,64
NA,5,4,"female","white","not",12,1911,64
6000,5,3,"female","white","not",12,1912,63
NA,5,6,"female","white","not",8,1915,66
27000,5,11,"male","white","not",16,1961,71
NA,5,4,"female","white","hisp",10,1964,64
4000,5,6,"female","white","not",16,1948,66
NA,5,6,"female","white","not",17,1931,66
4416,5,2,"female",NA,"not",6,1918,62
NA,5,6,"female","white","not",12,1951,66
NA,5,4,"female","other","not",9,1928,64
NA,5,7,"female","white","not",16,1957,67
0,5,2,"female","white","not",12,1914,62
5000,5,3,"female","white","not",10,1903,63
0,5,5,"female","white","not",9,1915,65
45000,5,7,"male","white","not",18,1950,67
18000,5,1,"female","white","not",14,1945,61
6000,5,6,"female","white","not",15,1968,66
0,5,1,"female","white","not",12,1941,61
14000,6,0,"male","white","not",12,1966,72
35000,5,9,"female","white","not",14,1966,69
NA,5,6,"female","white","not",12,1949,66
15000,5,4,"female","white","not",16,1961,64
12000,5,3,"female","other","not",12,1961,63
1000,5,0,"female","white","not",12,1943,60
32000,5,10,"male","other","not",15,1957,70
NA,5,6,"female","white","not",15,1965,66
NA,5,9,"male","white","not",17,1954,69
NA,6,0,"male","white","not",12,1970,72
1500,6,1,"male","white","not",12,1971,73
NA,5,4,"female","white","not",12,1972,64
NA,5,6,"female","white","not",13,1971,66
3000,5,5,"female","other","not",16,1967,65
NA,5,11,"male","white","not",15,1948,71
35000,5,4,"female","white","not",12,1948,64
0,5,3,"female","white","not",12,1945,63
0,5,3,"female","white","not",16,1961,63
70000,6,0,"male","white","not",15,1942,72
21000,5,7,"female","white","not",16,1962,67
50000,5,9,"male","white","not",11,1972,69
15000,5,11,"male","white","not",9,1969,71
0,5,8,"male","white","hisp",10,1972,68
NA,5,4,"female","white","not",12,1960,64
0,6,1,"male","other","not",12,1970,73
NA,5,2,"female","other","not",9,1927,62
9000,5,6,"female","other","not",8,1955,66
NA,5,8,"male","white","not",12,1953,68
NA,5,4,"female","other","not",14,1927,64
10000,5,3,"female","other","not",14,1965,63
0,5,5,"female","white","not",12,1930,65
NA,5,6,"female","other","not",18,1947,66
NA,5,4,"male","white","not",12,1909,64
30000,5,11,"male","white","not",12,1943,71
16000,6,0,"male","white","not",14,1969,72
20000,5,8,"male","white","not",12,1939,68
0,5,4,"female","white","not",12,1945,64
1e+05,6,0,"male","white","not",17,1936,72
NA,6,0,"male","white","not",12,1921,72
10000,5,6,"female","white","not",12,1947,66
NA,6,0,"female","white","not",18,1955,72
35000,5,6,"male","white","not",14,1927,66
7000,5,5,"female","white","not",16,1959,65
0,5,5,"female","white","not",12,1928,65
0,5,6,"female","white","not",12,1938,66
0,5,5,"female","white","not",11,1952,65
8000,5,11,"male","other","not",14,1963,71
11000,6,2,"male","white","not",10,1940,74
25000,5,10,"male","white","not",9,1943,70
25000,5,4,"female","white","not",14,1945,64
30000,5,9,"male","white","not",14,1942,69
NA,5,3,"female","white","not",12,1961,63
0,5,6,"male","white","not",12,1964,66
48000,5,3,"female","white","not",18,1956,63
17000,5,8,"female","white","not",12,1944,68
NA,5,6,"male","white","not",12,1921,66
NA,6,6,"male","white","not",12,1926,78
0,5,11,"female","white","not",8,1920,71
NA,5,10,"male","white","not",16,1962,70
NA,6,0,"male","white","not",16,1967,72
26000,6,1,"male","white","not",16,1966,73
NA,5,9,"male","white","not",12,1958,69
10000,5,3,"female","white","not",12,1929,63
NA,5,2,"female","white","not",18,1940,62
0,5,5,"female","white","not",11,1933,65
NA,5,6,"female","white","not",12,1931,66
60000,5,11,"male","white","not",18,1937,71
22000,5,5,"female","white","not",18,1961,65
NA,5,2,"female","white","not",12,1970,62
NA,5,10,"male","white","not",12,1913,70
NA,5,4,"female","white","not",12,1926,64
NA,6,0,"male","white","not",16,1946,72
6200,5,4,"female","white","not",13,1907,64
24000,5,5,"female","white","not",16,1958,65
20000,5,11,"male","white","not",14,1950,71
7000,5,10,"female","white","not",14,1960,70
0,6,1,"male","other","not",12,1971,73
NA,5,7,"female","white","not",15,1961,67
NA,5,2,"female","white","not",12,1930,62
30000,5,8,"female","other","not",16,1942,68
23000,5,6,"female","white","not",18,1962,66
20000,5,4,"female","white","not",12,1950,64
3000,5,6,"female","white","not",16,1961,66
0,5,3,"female","white","not",12,1959,63
30000,5,10,"male","white","not",16,1949,70
NA,5,6,"female","white","not",12,1967,66
12000,5,4,"female","white","not",14,1967,64
NA,5,6,"female","white","not",5,1917,66
0,5,6,"female","white","not",7,1949,66
NA,5,9,"male","white","not",15,1969,69
0,5,3,"female","white","not",10,1953,63
40000,5,11,"male","white","not",12,1952,71
15000,5,4,"female","white","not",14,1967,64
NA,6,1,"male","white","not",8,1926,73
NA,5,2,"female","white","not",12,1961,62
36000,5,3,"female","white","not",16,1945,63
10000,5,6,"female","white","not",12,1937,66
NA,5,10,"female","white","not",14,1965,70
0,5,3,"female","white","not",11,1925,63
13000,5,8,"female","white","not",14,1942,68
0,5,5,"female","white","not",12,1931,65
0,5,1,"female","white","not",14,1949,61
10000,5,2,"female","other","not",12,1963,62
30000,5,9,"male","other","hisp",12,1953,69
NA,5,9,"male","white","not",11,1972,69
NA,5,5,"female","white","not",12,1957,65
23000,5,4,"male","white","not",13,1958,64
20000,5,10,"male","white","not",17,1922,70
19000,5,5,"female","white","not",13,1908,65
NA,5,8,"female","white","not",16,1930,68
20000,5,1,"male","other","not",11,1924,61
28000,5,4,"male","other","not",14,1927,64
13000,5,5,"female","white","not",10,1910,65
12000,5,4,"male","white","not",12,1915,64
NA,5,3,"female","white","not",18,1954,63
20000,5,9,"male","white","not",11,1967,69
NA,5,6,"female","white","not",14,1928,66
NA,6,0,"male","white","not",8,1925,72
NA,5,1,"female","white","not",8,1912,61
25000,6,2,"male","white","not",12,1960,74
NA,5,11,"male","white","not",12,1968,71
25000,5,8,"female","white","not",13,1938,68
0,5,8,"female","white","not",12,1956,68
0,5,5,"female","white","not",14,1949,65
18000,5,7,"female","white","not",16,1950,67
0,5,5,"female","white","not",12,1972,65
0,5,4,"female","white","not",18,1944,64
6000,5,2,"female","white","not",10,1922,62
16000,6,0,"male","white","not",13,1967,72
45000,6,1,"male","white","not",16,1952,73
NA,5,0,"female","white","not",12,1960,60
25000,5,10,"male","white","not",14,1921,70
12000,5,4,"female","white","not",14,1952,64
2000,5,8,"female","white","not",12,1972,68
NA,5,2,"female","white","not",17,1947,62
NA,5,2,"female","white","not",10,1919,62
10000,5,3,"female","white","not",12,1972,63
NA,5,0,"female","white","not",17,1949,60
14000,5,11,"male","white","not",12,1954,71
15000,5,4,"female","white","not",12,1959,64
0,5,7,"female","white","not",11,1953,67
10000,5,0,"female","white","not",12,1951,60
NA,5,4,"female","white","not",10,1920,64
1200,5,6,"female","white","not",4,1926,66
NA,5,4,"female","white","not",12,1916,64
15000,4,11,"female","white","not",14,1928,59
10000,5,3,"female","white","not",13,1926,63
2000,5,6,"male","white","not",12,1972,66
0,5,6,"female","white","not",12,1955,66
NA,5,10,"male","other","not",18,1961,70
4000,5,5,"female","white","not",13,1957,65
NA,5,10,"male","white","not",8,1932,70
10000,5,4,"female","white","not",14,1958,64
NA,5,5,"female","white","not",12,1908,65
NA,5,1,"female","white","not",13,1968,61
NA,5,6,"female","white","not",12,1962,66
NA,5,1,"female","white","hisp",16,1968,61
1500,5,6,"female","white","not",12,1967,66
18000,5,6,"male",NA,"hisp",17,1964,66
4000,6,1,"male","white","not",15,1966,73
28000,6,0,"male","white","not",16,1964,72
10000,6,2,"female","white","not",14,1968,74
3000,5,5,"female","white","not",16,1968,65
0,5,4,"female","white","not",14,1959,64
NA,5,2,"female","white","not",18,1922,62
12000,5,11,"male","white","not",12,1969,71
NA,5,2,"female","white","not",12,1913,62
19000,5,8,"female","white","not",13,1945,68
0,5,1,"female","white","not",12,1957,61
36000,5,10,"male","white","not",16,1951,70
7000,5,4,"female","white","not",16,1931,64
35000,4,11,"female","white","not",11,1956,59
NA,5,10,"male","white","not",8,1925,70
NA,5,5,"female","white","not",12,1956,65
40000,5,8,"male","white","not",18,1947,68
15000,5,8,"male","white","not",14,1965,68
8000,5,9,"female","white","not",13,1947,69
25000,5,9,"female","white","not",14,1935,69
NA,6,0,"male","white","not",12,1967,72
28000,6,3,"male","white","not",18,1952,75
22000,5,9,"male","white","not",14,1955,69
NA,5,11,"male","white","not",14,1959,71
21500,6,0,"male","other","not",13,1966,72
3000,5,8,"female","white","not",12,1967,68
NA,5,4,"female","other","not",12,1968,64
23000,6,0,"male","white","not",13,1962,72
NA,5,6,"female","white","not",18,1949,66
18000,6,0,"male","white","not",12,1917,72
NA,5,7,"male","white","hisp",8,1970,67
20000,5,7,"male","white","not",16,1919,67
NA,5,6,"female","white","not",14,1931,66
NA,6,0,"male","white","not",14,1918,72
NA,5,4,"female","white","not",13,1921,64
16000,5,3,"female","white","hisp",12,1944,63
15000,5,9,"male","white","not",12,1964,69
53000,5,3,"female",NA,"hisp",17,1958,63
NA,5,10,"male","white","hisp",17,1934,70
26000,6,0,"male","white","not",12,1963,72
NA,5,10,"female","white","not",12,1957,70
4000,5,5,"female","other","not",12,1962,65
10000,6,1,"male","white","not",16,1931,73
NA,6,3,"male","white","not",12,1957,75
43000,5,9,"male","white","not",12,1939,69
NA,5,3,"female","white","not",5,1912,63
17000,5,9,"male","other","not",14,1957,69
4000,5,1,"female","white","hisp",12,1952,61
NA,5,11,"male","white","not",18,1935,71
NA,6,0,"male","white","hisp",13,1967,72
NA,5,5,"female","white","not",16,1958,65
NA,5,6,"female","white","not",15,1952,66
50000,6,1,"male","white","not",15,1942,73
NA,5,4,"female","white","not",18,1934,64
55000,5,7,"female","white","not",18,1939,67
28000,5,3,"female","white","not",16,1949,63
0,5,6,"female","white","not",12,1942,66
NA,6,0,"male","white","not",7,1921,72
NA,5,4,"female","white","not",12,1958,64
5000,5,2,"female","white","not",14,1942,62
18000,5,5,"female","white","not",13,1941,65
21000,6,0,"male","white","hisp",15,1928,72
NA,4,11,"female","other","hisp",9,1946,59
12000,5,7,"female","white","not",12,1957,67
33000,5,5,"female","white","hisp",16,1928,65
NA,5,4,"female","white","not",16,1909,64
50000,6,0,"male","white","hisp",13,1926,72
6000,5,5,"female","white","hisp",9,1916,65
16000,5,4,"female","white","not",14,1931,64
35000,5,8,"male","white","not",12,1940,68
25000,5,8,"female","white","not",12,1947,68
NA,5,6,"female","white","not",17,1949,66
20000,6,4,"male","white","not",14,1964,76
18000,5,3,"female","white","not",12,1954,63
34000,6,2,"male","white","not",14,1912,74
NA,5,7,"female","white","not",15,1914,67
25000,5,8,"male","white","not",16,1965,68
NA,5,1,"female","white","not",14,1925,61
NA,5,4,"female","white","not",16,1936,64
20000,6,0,"male","white","not",17,1913,72
33000,5,8,"male","white","not",12,1921,68
NA,5,11,"male","white","not",12,1924,71
NA,5,3,"female","white","not",12,1914,63
4000,5,5,"female","white","not",12,1917,65
NA,5,3,"female","white","not",13,1937,63
20000,5,0,"female","white","not",8,1913,60
40000,6,0,"male","white","not",16,1957,72
NA,5,10,"male","white","not",12,1930,70
14000,5,4,"female","white","not",14,1950,64
12000,5,8,"female","white","not",12,1942,68
25000,5,1,"female","white","not",12,1959,61
NA,5,3,"female","white","not",17,1930,63
70000,5,7,"female","white","not",10,1918,67
38000,5,7,"female","white","not",17,1935,67
14000,5,3,"female","white","not",12,1962,63
NA,5,11,"male","white","not",18,1914,71
0,5,3,"female","white","not",15,1957,63
15000,5,0,"female","white","not",13,1953,60
17000,6,2,"male","white","not",16,1959,74
NA,5,6,"female","white","not",15,1966,66
60000,5,9,"male","white","not",14,1924,69
15000,5,7,"female","white","not",15,1921,67
25000,5,5,"male","white","not",16,1904,65
18000,5,2,"male","white","hisp",12,1927,62
0,5,5,"male","white","not",12,1935,65
NA,5,4,"female","white","not",17,1936,64
70000,6,0,"male","white","not",18,1943,72
0,5,6,"female","white","hisp",11,1941,66
30000,5,5,"female","white","not",18,1931,65
NA,5,7,"female","white","not",15,1918,67
8000,5,2,"female","white","not",12,1939,62
30000,5,11,"male","white","not",16,1956,71
0,5,2,"female","white","not",11,1964,62
27000,5,11,"male","white","not",14,1958,71
47000,5,10,"male","white","not",18,1947,70
12000,5,7,"male","white","hisp",12,1968,67
NA,6,0,"male","white","not",16,1920,72
24000,5,2,"female","white","not",17,1956,62
13000,5,3,"female","white","hisp",12,1955,63
80000,5,1,"female","white","not",14,1953,61
5000,6,0,"male","white","not",12,1972,72
0,5,5,"female","white","not",12,1962,65
25000,5,3,"female","white","not",10,1930,63
28000,5,6,"male","white","not",12,1946,66
8000,5,4,"female","white","not",15,1970,64
10000,5,6,"female","white","not",13,1939,66
9000,5,8,"female","white","not",14,1949,68
20000,5,0,"female","white","not",12,1953,60
12000,5,5,"male","white","not",12,1919,65
15000,5,5,"female","white","not",14,1924,65
20000,5,1,"female","white","not",14,1954,61
NA,5,8,"female","white","not",16,1935,68
NA,5,0,"female","white","not",12,1928,60
28000,5,4,"female","white","not",14,1954,64
265,5,6,"female","white","not",15,1969,66
35000,5,9,"male","white","not",14,1916,69
NA,5,7,"female","white","not",12,1960,67
26000,5,6,"female","white","hisp",14,1958,66
27000,5,7,"female","white","not",17,1956,67
14000,5,8,"female","white","not",12,1960,68
32000,5,6,"male","white","not",16,1957,66
10000,5,9,"female","white","not",14,1958,69
NA,6,0,"male","white","not",12,1964,72
7000,5,9,"male","white","not",16,1960,69
28000,5,11,"male","white","not",17,1944,71
NA,6,2,"male","white","not",18,1961,74
60000,6,2,"male","white","not",13,1936,74
NA,5,0,"female","white","not",14,1921,60
NA,5,5,"female","white","not",12,1957,65
12000,5,9,"male","white","not",4,1928,69
NA,5,9,"male","other","not",12,1968,69
NA,5,4,"female","white","not",16,1948,64
0,5,5,"female","white","not",13,1927,65
0,5,5,"female","white","not",12,1944,65
NA,5,4,"female","white","not",12,1928,64
15000,6,3,"female","white","not",13,1915,75
NA,5,5,"female","white","not",14,1921,65
NA,5,3,"female","white","not",16,1915,63
NA,6,0,"male","white","not",6,1909,72
NA,5,0,"female","white","not",12,1954,60
NA,5,6,"female","white","not",17,NA,66
15000,6,0,"male","white","not",11,1927,72
26000,5,4,"female","white","not",15,1958,64
0,4,11,"female","other","not",12,1947,59
0,5,11,"male","other","not",12,1970,71
26000,6,0,"male","white","hisp",16,1965,72
18720,5,3,"female","other","not",10,1954,63
0,5,8,"female","other","not",12,1968,68
NA,5,2,"female","other","not",11,1931,62
12000,5,4,"female","other","not",12,1917,64
80000,5,10,"male","white","not",17,1951,70
48000,5,6,"female","white","not",13,1951,66
NA,5,3,"female","white","not",18,1965,63
18000,5,2,"male","other","not",16,1963,62
NA,5,4,"female","white","not",12,1966,64
NA,6,3,"male","white","not",9,1941,75
85000,5,10,"male","white","not",15,1925,70
35000,5,4,"female","other","not",12,1943,64
5000,5,9,"male","white","not",16,1968,69
9000,5,4,"female","white","hisp",13,1968,64
30000,5,7,"female","white","not",16,1963,67
80000,6,0,"male","white","not",14,1932,72
35000,5,5,"female","white","not",16,1958,65
12000,5,3,"female","white","not",14,1956,63
2e+05,5,10,"male","white","not",18,1956,70
4000,5,4,"female","white","not",16,1945,64
2000,5,8,"male","white","not",12,1972,68
24000,5,6,"female","white","not",18,1921,66
2000,5,6,"male","white","hisp",15,1967,66
NA,6,1,"female","white","not",16,1965,73
15000,5,10,"male","white","not",17,1960,70
NA,5,2,"female","white","not",16,1961,62
NA,5,10,"male","white","not",12,1925,70
6000,5,2,"female","white","not",12,1925,62
5000,5,6,"male","white","not",12,1915,66
1500,5,6,"female","white","hisp",12,1969,66
28000,5,4,"female","white","not",18,1942,64
9000,5,10,"female","white","not",12,1955,70
60000,6,2,"male","white","not",14,1938,74
NA,6,0,"male","white","not",16,1959,72
1200,5,6,"male","white","not",12,1971,66
1400,5,2,"female","white","hisp",3,1926,62
NA,5,8,"female","white","not",16,1964,68
7000,5,6,"female","white","not",13,1947,66
NA,5,6,"female","white","not",15,1920,66
NA,5,10,"male","white","not",12,1918,70
21000,5,2,"female","white","not",12,1959,62
44000,5,9,"male","white","not",12,1932,69
NA,5,11,"male","white","not",12,1912,71
29000,5,8,"male","other","not",16,1954,68
3000,6,0,"male","white","hisp",14,1972,72
12000,5,4,"male","other","not",13,1968,64
0,5,4,"female","other","hisp",16,1971,64
0,5,0,"female","white","hisp",9,1951,60
20000,6,0,"male","white","hisp",12,1962,72
1200,5,2,"female","other","not",5,1917,62
NA,5,4,"female","white","not",12,1960,64
37000,6,2,"male","white","not",16,1965,74
8000,5,6,"male","other","not",10,1930,66
35000,5,8,"male","other","hisp",16,1960,68
NA,5,7,"male","white","hisp",14,1967,67
25000,5,2,"male","other","not",14,1953,62
18000,5,11,"female","white","not",10,1961,71
30000,5,3,"female","other","not",16,1954,63
NA,5,6,"male","other","not",14,1963,66
NA,5,10,"male","white","not",8,1920,70
20000,5,9,"male","white","not",18,1921,69
NA,5,3,"female","white","not",7,1900,63
12000,5,11,"male","white","hisp",6,1950,71
0,5,4,"female","white","hisp",12,1925,64
10000,5,6,"female","white","not",12,1922,66
18000,6,0,"male","white","not",14,1942,72
0,5,2,"female","white","hisp",15,1931,62
NA,5,5,"female","other","hisp",12,1970,65
NA,5,5,"female","other","not",12,1947,65
20000,6,0,"male","other","not",12,1964,72
31000,5,8,"female","white","not",16,1947,68
NA,5,10,"male","other","not",12,1934,70
6000,5,4,"male","white","hisp",10,1954,64
0,5,4,"female","white","not",12,1952,64
NA,5,8,"male","other","not",12,1920,68
12000,5,10,"male","white","not",13,1950,70
NA,5,3,"female","other","not",11,1968,63
NA,5,6,"female","white","not",13,1934,66
13000,5,6,"female","white","not",16,1957,66
26000,5,7,"female","white","not",17,1956,67
15000,5,8,"female","other","not",11,1959,68
30000,5,4,"female","white","not",17,1962,64
2000,5,5,"female","white","not",14,1949,65
5000,5,10,"male","other","not",13,1968,70
53000,5,11,"female","white","not",14,1964,71
0,5,4,"female","white","not",12,1954,64
NA,5,10,"female","white","not",11,1910,70
2000,5,2,"female","white","not",13,1972,62
25000,5,11,"male","white","not",17,1961,71
5000,6,2,"male","white","not",12,1972,74
21000,5,4,"female","white","not",13,1963,64
NA,5,4,"female","white","not",14,1971,64
NA,5,11,"male","white","not",18,1913,71
17000,5,10,"female","white","not",15,1963,70
NA,6,1,"male","white","not",16,1968,73
12000,5,4,"female","white","not",13,1953,64
42000,5,10,"male","white","hisp",14,1946,70
21000,6,2,"male","white","not",12,1957,74
6000,5,3,"female","white","hisp",12,1925,63
0,4,11,"female","white","hisp",12,1944,59
25000,6,2,"male","white","not",14,1966,74
3000,5,6,"female","white","not",14,1971,66
3600,5,5,"female","white","not",15,1923,65
4000,5,11,"male","white","not",12,1971,71
20000,5,9,"male","white","not",14,1932,69
NA,6,0,"male","white","not",18,1952,72
NA,5,7,"female","white","hisp",16,1948,67
NA,5,10,"male","white","not",16,1939,70
52000,5,0,"male","white","not",15,1940,60
60000,5,4,"female","white","not",12,1947,64
15000,5,4,"female","white","not",13,1949,64
NA,5,3,"female","white","not",13,1954,63
90000,6,0,"male","white","not",16,1940,72
NA,5,3,"female","white","not",12,1952,63
NA,6,0,"male","white","hisp",13,1971,72
NA,5,10,"female","white","not",12,1956,70
NA,5,6,"male","white","not",12,1914,66
26000,5,1,"female","white","not",14,1925,61
0,5,2,"female","white","hisp",13,1958,62
2000,5,9,"male","white","not",12,1969,69
16000,5,7,"female","white","not",12,1929,67
24000,5,5,"female","white","hisp",11,1963,65
NA,5,5,"female","white","not",12,1943,65
15000,5,8,"male","white","hisp",16,1962,68
NA,5,11,"female","white","not",14,1917,71
42000,6,2,"male","white","not",17,1947,74
0,5,3,"female","white","not",15,1942,63
NA,5,7,"female","white","not",12,1918,67
10000,5,5,"female","white","not",12,1947,65
17000,5,11,"male","white","hisp",13,1954,71
30000,5,4,"female","white","not",14,1956,64
0,5,5,"female","white","not",16,1968,65
32000,5,9,"female","white","not",17,1953,69
36000,5,4,"female","white","hisp",17,1956,64
10000,6,0,"male","white","hisp",13,1970,72
20000,5,3,"female","white","not",15,1961,63
NA,5,11,"male","other","not",10,1942,71
24000,5,5,"female","white","not",12,1961,65
17000,6,0,"male","white","not",12,1958,72
23000,5,5,"female","white","not",14,1942,65
25000,5,4,"female","white","not",12,1957,64
50000,5,11,"male","white","not",12,1940,71
0,5,3,"female","white","not",14,1951,63
20000,5,2,"female","white","not",12,1960,62
30000,5,6,"female","white","not",16,1957,66
